customer_id,order_date,order_time,sku,item_id,item_quantity,item_price,item_disc_bins_null,item_disc_bins_sub_twenty,item_disc_bins_sub_forty,item_disc_bins_sub_sixty,item_disc_bins_sub_eighty,item_disc_bins_sub_hundred
0,2022-04-29,18:29:49,,Arzuaga blanco,1,49.0,1,0,0,0,0,0
0,2022-04-29,18:29:49,,Arzuaga reserva,1,94.0,1,0,0,0,0,0
1,2022-04-22,18:08:59,,Eclisse,1,51.0,1,0,0,0,0,0
1,2022-04-22,18:08:59,,Refosco,2,62.0,1,0,0,0,0,0
2,2022-05-29,19:37:45,,Wine Ambassador Series: Portugal - 1700 - 1800,1,39.0,1,0,0,0,0,0
3,2023-07-20,17:00:28,,Ziereisen Blauer Spatburgunder 2017,1,50.0,1,0,0,0,0,0
3,2023-07-20,17:00:28,,Corte Moschina I Tarai 2020,1,44.0,1,0,0,0,0,0
3,2023-07-20,17:00:28,,Cascina Chicco Birbet NV,1,32.0,1,0,0,0,0,0
4,2023-06-03,16:06:32,,"Wine Ambassador Series: Spier Winery, Stellenbosch, South Africa - 1530 - 1630",2,29.0,1,0,0,0,0,0
5,2022-01-22,05:52:45,,Luca Old Vine Malbec 2017,2,70.9,1,0,0,0,0,0
6,2022-01-22,05:41:36,,Luca Old Vine Malbec 2017,1,70.9,1,0,0,0,0,0
7,2022-05-29,20:43:58,BBW-WINE-153,Loveblock Gewurztraminer 2020,1,44.0,1,0,0,0,0,0
7,2022-05-29,20:43:58,BBW-WINE-078,Coto de Imaz Gran Reserva 2015,1,59.0,1,0,0,0,0,0
7,2022-05-29,20:43:58,,Southern Right Pinotage 2020,1,56.0,1,0,0,0,0,0
8,2023-06-22,12:00:33,,J.B. Becker Wallufer Berg Bildstock Kabinett 2015,4,64.0,1,0,0,0,0,0
8,2023-06-22,12:00:33,,Shannon Mount Bullet Merlot 2018,1,105.0,1,0,0,0,0,0
8,2023-06-22,12:00:33,,Shannon Mount Bullet Merlot 2016,3,115.0,1,0,0,0,0,0
9,2023-03-30,13:26:08,,"Wine Ambassador Series: Naturals, Not April Fools! - 1700 - 1800",2,25.0,1,0,0,0,0,0
10,2022-01-22,05:14:18,,Cannonball Sonoma County Chardonnay 2016,3,41.0,1,0,0,0,0,0
11,2023-06-23,16:55:16,,Oxer Wine Marko Gure Arbasoak 2020,1,71.0,1,0,0,0,0,0
12,2022-10-11,15:59:32,BBW-WINE-212,Anthonij Rupert Optima 2018 - 750ml,1,60.0,1,0,0,0,0,0
12,2022-10-11,15:59:32,BBW-WINE-013,Rickety Bridge Paulina's Reserve Cabernet Sauvignon 2018,1,79.0,1,0,0,0,0,0
13,2022-06-24,20:09:02,BBW-WINE-692,Peter Zemmer Vernatsch Schiava DOC 2019,1,48.0,1,0,0,0,0,0
13,2022-06-24,20:09:02,,PX,1,54.0,1,0,0,0,0,0
14,2022-06-24,19:52:14,,Stolpman Vineyards Uni Blanc Roussanne-Chardonnay 2020,1,72.0,1,0,0,0,0,0
14,2022-06-24,19:52:14,,Stolpman Love You Bunches 2020,1,64.0,1,0,0,0,0,0
15,2022-06-17,19:25:41,,Stolpman Vineyards Uni Blanc Roussanne-Chardonnay 2020,1,72.0,1,0,0,0,0,0
15,2022-06-17,19:25:41,,Fuck Him,1,68.0,1,0,0,0,0,0
16,2022-03-15,22:01:45,BBW-WINE-003,Louis Tête Coteaux du Lyonnais Antique Bellum Blanc 2018,10,34.0,1,0,0,0,0,0
16,2022-03-15,22:01:45,,Tussock Jumper Touriga Nacional - Aragonez 2019 - Single Bottle,10,30.0,1,0,0,0,0,0
17,2022-12-16,01:28:09,,Wine Ambassador Series: 101 to Natural Wines - 1700 - 1800,1,20.0,1,0,0,0,0,0
18,2022-01-22,04:56:38,,Tempos Vega Sicilia Tokaj-Oremus Mandolás 2018,4,60.0,1,0,0,0,0,0
19,2023-01-21,11:26:37,,Kolonne Null - Sparkling Riesling,2,48.0,1,0,0,0,0,0
20,2023-01-20,17:32:35,,Kolonne Null - Sparkling rose,2,45.0,1,0,0,0,0,0
21,2023-07-15,19:47:59,,Il Canovino Soave Classico DOC 2022,1,50.0,1,0,0,0,0,0
22,2023-07-08,19:52:16,,Viorica de Purcari 2021,1,52.0,1,0,0,0,0,0
23,2023-06-30,19:33:03,BBW-WINE-103,Adega de Azueira O Magnânimo D. João V Reserva Tinto 2019,1,41.0,1,0,0,0,0,0
24,2023-05-27,18:45:18,BBW-WINE-436,"La Kiuva ""Rouge de Vallee"" Valle d'Aosta 2021",1,54.0,1,0,0,0,0,0
25,2023-05-13,19:52:38,BBW-WINE-082,Freixenet Pinot Grigio Garda DOC 2021,1,37.0,1,0,0,0,0,0
26,2023-04-08,18:58:03,,San Marzano Rari Nero d’Avola DOP 2020,1,60.0,1,0,0,0,0,0
27,2023-02-26,17:53:03,BBW-WINE-143,Tussock Jumper Zinfandel 2018,1,36.0,1,0,0,0,0,0
27,2023-02-26,17:53:03,BBW-WINE-280,Villa Sparina Gavi di Gavi DOC 2021,1,50.0,0,1,0,0,0,0
28,2023-02-18,20:03:22,,Genius Y Locus Tinto 2016,1,68.0,1,0,0,0,0,0
29,2022-12-03,19:57:36,,Casa Emma Cortine Vernaccia,1,52.0,0,1,0,0,0,0
30,2022-10-15,15:40:49,,Tikves Alexandria Cuvée Rosé 2019,1,40.0,1,0,0,0,0,0
30,2022-10-15,15:40:49,,Tamada Mukuzani 2018,1,47.0,1,0,0,0,0,0
31,2022-07-16,16:51:40,BBW-WINE-333,VIK La Piu Belle 2018,1,102.0,1,0,0,0,0,0
31,2022-07-16,16:51:40,BBW-WINE-131,Tussock Jumper Chenin Blanc 2018 - Single Bottle,1,32.0,1,0,0,0,0,0
32,2022-12-15,12:33:35,BBW-FOOD-049,Fossa Chocolate Sake Kasu Dark Chocolate,1,12.0,1,0,0,0,0,0
33,2023-02-09,13:00:45,BBW-SPRT-175,Black Tears Dry Spice By Vigia,1,79.0,0,1,0,0,0,0
33,2023-02-09,13:00:45,,Five Farms Irish Cream Liqueur,1,70.0,1,0,0,0,0,0
33,2023-02-09,13:00:45,BBW-SPRT-142,AMASS Botanic Vodka,1,99.0,1,0,0,0,0,0
33,2023-02-09,13:00:45,,Saicho Sparkling Tea - Darjeeling / Single Bottle (200ML),1,11.8,1,0,0,0,0,0
34,2023-04-14,14:04:05,BBW-WINE-228,Geyerhof Ried Hoher Rain Grüner Veltliner 2020,1,57.0,1,0,0,0,0,0
34,2023-04-14,14:04:05,,Judith Beck Ink 2020,1,66.0,0,1,0,0,0,0
35,2023-03-24,12:17:40,,Chamisal Vineyards Pinot Noir SLO 2021,1,63.0,1,0,0,0,0,0
36,2023-02-12,16:48:11,,Weinhof Szemes Desiderius Cuvée 2015,1,79.0,0,1,0,0,0,0
37,2023-02-12,16:43:27,,Black Cottage Pinot Noir Cetral Otago 2020,1,53.0,0,1,0,0,0,0
38,2022-09-17,18:40:51,BBW-WINE-283,Chateau Favray Pouilly-Fume 2020,1,58.0,0,0,1,0,0,0
38,2022-09-17,18:40:51,,Champagne Gamet Rive Droite Brut NV,1,79.0,0,1,0,0,0,0
38,2022-09-17,18:40:51,BBW-WINE-616,Spioenkop Pinotage 2019,1,86.0,1,0,0,0,0,0
39,2022-09-05,22:18:25,,Wine Ambassador Series: FRENCH THAT DON'T BREAK THE BANK - 1700 - 1800,5,38.0,1,0,0,0,0,0
40,2023-04-13,17:18:17,BBW-WINE-092,The Prisoner Red Blend 2019,10,104.0,1,0,0,0,0,0
41,2023-06-28,16:20:58,,Crios Torrontés 2022,1,46.0,1,0,0,0,0,0
41,2023-06-28,16:20:58,,Domaine Catherine & Pierre Breton Pierres Rousses Vouvray 2020,1,75.0,1,0,0,0,0,0
41,2023-06-28,16:20:58,,Standard Delivery,1,15.0,1,0,0,0,0,0
42,2023-06-28,16:16:48,,Crios Torrontés 2022,1,46.0,1,0,0,0,0,0
42,2023-06-28,16:16:48,,Domaine Catherine & Pierre Breton Pierres Rousses Vouvray 2020,1,75.0,1,0,0,0,0,0
42,2023-06-28,16:16:48,,Shipping Fee,1,15.0,1,0,0,0,0,0
43,2023-05-10,16:35:53,,Domaine Catherine & Pierre Breton Pierres Rousses Vouvray 2019,1,75.0,1,0,0,0,0,0
43,2023-05-10,16:35:53,,Crios Torrontés 2022,1,46.0,1,0,0,0,0,0
43,2023-05-10,16:35:53,,Standard Delivery,1,15.0,1,0,0,0,0,0
44,2023-05-10,16:34:02,,Domaine Catherine & Pierre Breton Pierres Rousses Vouvray 2019,1,75.0,1,0,0,0,0,0
44,2023-05-10,16:34:02,,Crios Torrontés 2022,1,46.0,1,0,0,0,0,0
45,2023-03-02,16:36:04,,Domaine Breton Catherine & Pierre Breton Pierres Rousses Vouvray 2019,1,75.0,1,0,0,0,0,0
45,2023-03-02,16:36:04,BBW-WINE-237,Casarena Areyna Torrontés 2020,1,50.0,1,0,0,0,0,0
45,2023-03-02,16:36:04,BBW-WINE-237,Casarena Areyna Torrontés 2020,1,50.0,0,1,0,0,0,0
46,2022-07-31,20:13:49,BBW-WINE-863,Peter Lauer Faß 6 Senior Ayler Riesling 2020,1,60.0,1,0,0,0,0,0
46,2022-07-31,20:13:49,BBW-WINE-1026,J.B. Becker Wallufer Walkenberg Riesling Kabinett Trocken 2016,1,58.0,1,0,0,0,0,0
46,2022-07-31,20:13:49,BBW-WINE-577,Juliusspital Würzburger Riesling Trocken 2014,1,58.0,1,0,0,0,0,0
46,2022-07-31,20:13:49,BBW-WINE-758,Willi Schaefer Graacher Himmelreich Riesling Spätlese 2020,1,88.0,1,0,0,0,0,0
46,2022-07-31,20:13:49,,Willi Schaefer Graacher Himmelreich Riesling Kabinett 2020,1,78.0,1,0,0,0,0,0
46,2022-07-31,20:13:49,BBW-WINE-031,Gut Hermannsberg Just Riesling 2016,1,46.0,1,0,0,0,0,0
46,2022-07-31,20:13:49,BBW-WINE-759,Willi Schaefer Graacher Domprobst Riesling Kabinett 2020,1,78.0,1,0,0,0,0,0
47,2023-03-25,16:37:21,BBW-WINE-2324,Catena Zapata Cabernet Sauvignon 2019,1,49.8,1,0,0,0,0,0
47,2023-03-25,16:37:21,BBW-WINE-522,Catena Zapata Malbec 2019,1,49.8,1,0,0,0,0,0
48,2023-03-25,14:25:56,,Wine Ambassador Series: Discover the Sweets of Hungary - 1530 - 1630,1,18.0,1,0,0,0,0,0
49,2023-03-02,20:28:12,,Wine Ambassador Series: Light & Elegant US Wine - 1400-1500,1,35.0,1,0,0,0,0,0
50,2023-03-01,18:01:22,BBW-WINE-522,Catena Zapata Malbec 2019,1,49.8,1,0,0,0,0,0
50,2023-03-01,18:01:22,BBW-WINE-208,Catena Zapata Alta Malbec 2017,1,99.0,1,0,0,0,0,0
51,2022-01-22,06:39:53,,Giacomo Montresor Amarone Della Valpolicella (Satinato) 2017,1,68.0,1,0,0,0,0,0
51,2022-01-22,06:39:53,,Donnafugata Sedàra Sicilia DOC 2018,1,49.0,1,0,0,0,0,0
51,2022-01-22,06:39:53,,Bisol Bel Star Cult Prosecco DOC Extra Dry NV,2,38.0,1,0,0,0,0,0
51,2022-01-22,06:39:53,,Auntsfield Single Vineyard Sauvignon Blanc 2020,1,52.0,1,0,0,0,0,0
51,2022-01-22,06:39:53,,Luca Old Vine Malbec 2017,1,63.0,1,0,0,0,0,0
52,2023-07-28,20:31:49,BBW-WINE-885,"Sartori Rosso delle Venezie ""L'Appassione"" IGT 2019",1,41.0,1,0,0,0,0,0
53,2023-03-18,22:54:41,BBW-WINE-480,Puchang Rkatsiteli 2019,1,81.0,1,0,0,0,0,0
53,2023-03-18,22:54:41,,Akemi Viura 2019,1,48.0,1,0,0,0,0,0
53,2023-03-18,22:54:41,BBW-WINE-479,Recanati Marselan Reserve 2018,1,85.0,1,0,0,0,0,0
54,2023-07-19,13:53:47,,Astrolabe Kekerengu Coast Sauvignon Blanc 2020,1,45.0,1,0,0,0,0,0
54,2023-07-19,13:53:47,,NON1 Salted Raspberry & Chamomile,1,39.0,1,0,0,0,0,0
55,2023-05-13,18:09:43,,Cascina Chicco Langhe Nebbiolo DOCG 2020,1,48.0,1,0,0,0,0,0
55,2023-05-13,18:09:43,,Cascina Chicco Metodo Classico Extra Brut Cuvee Zero 2019,1,64.0,1,0,0,0,0,0
56,2023-05-12,14:17:11,,"Wine Ambassador Series: Cascina Chicco, 3 Generations from Roero - 1700 - 1800",4,29.0,1,0,0,0,0,0
57,2023-02-04,20:17:19,BBW-WINE-083,Domaine Michel Bouzereau Bourgogne Côte d'Or Chard 2019,1,67.0,1,0,0,0,0,0
58,2023-01-17,20:34:21,,Château Martet Reserve De La Famille 2017,1,104.0,1,0,0,0,0,0
59,2023-03-01,08:54:37,BBW-WINE-121,Ontañón Tempranillo Blanco 2021,1,34.0,1,0,0,0,0,0
59,2023-03-01,08:54:37,BBW-WINE-212,Anthonij Rupert Optima 2018 - 750ml,2,60.0,1,0,0,0,0,0
60,2022-05-12,11:10:57,BBW-WINE-351,Bodega Garzon S.V Tannat 2018,1,59.0,1,0,0,0,0,0
60,2022-05-12,11:10:57,BBW-WINE-243,La Rioja Alta Viña Ardanza 2015,1,78.0,1,0,0,0,0,0
61,2022-04-21,13:15:46,BBW-WINE-525,Catena Zapata Cabernet Sauvignon 2018,1,53.0,1,0,0,0,0,0
61,2022-04-21,13:15:46,BBW-WINE-351,Bodega Garzon S.V Tannat 2018,1,59.0,1,0,0,0,0,0
62,2023-05-12,19:52:25,,Domaine Mamaruta Ratatouille 2021,1,45.0,1,0,0,0,0,0
62,2023-05-12,19:52:25,,Milan Nestarec Forks & Knives Red 2019,1,60.0,1,0,0,0,0,0
63,2022-02-15,23:16:05,,Anthonij Rupert Optima 2017,6,57.0,1,0,0,0,0,0
64,2022-01-22,02:41:32,,Winesave PRO,2,49.9,1,0,0,0,0,0
64,2022-01-22,02:41:32,,Giacomo Montresor Amarone Della Valpolicella (Satinato) - 2016,1,72.0,1,0,0,0,0,0
64,2022-01-22,02:41:32,,Avina Premium Wine Stoppers - Avina Wine Bottle Stopper,1,19.9,1,0,0,0,0,0
64,2022-01-22,02:41:32,,Cesari Mara Valpolicella Superiore Ripasso DOC 2017,1,48.0,1,0,0,0,0,0
65,2023-06-11,17:48:26,BBW-WINE-453,Château Pajzos T Furmint 2021,1,41.0,1,0,0,0,0,0
65,2023-06-11,17:48:26,,Anatolikos Vineyards Fine Assyrtiko 2021,1,65.0,1,0,0,0,0,0
65,2023-06-11,17:48:26,BBW-WINE-078,El Coto Coto de Imaz Rioja Gran Reserva 2016,1,56.0,1,0,0,0,0,0
65,2023-06-11,17:48:26,,Southern Right Pinotage 2020,1,57.0,1,0,0,0,0,0
66,2022-05-25,12:27:14,BBW-WINE-026,Domaine du Vieux Télégraphe Télégramme CDP 2019,1,116.0,0,0,1,0,0,0
67,2022-05-25,12:20:32,,Château Laurence Sans Sulfites Ajoutés 2020,2,56.0,1,0,0,0,0,0
67,2022-05-25,12:20:32,BBW-WINE-463,Famille Perrin Châteauneuf-du-Pape Les Sinards Rouge 2019,2,82.0,1,0,0,0,0,0
67,2022-05-25,12:20:32,,Vieux Télégraphe Châteauneuf-du-Pape La Crau Rouge - 2019,1,198.0,1,0,0,0,0,0
68,2023-06-16,17:58:28,BBW-WINE-892,Billecart-Salmon Brut Reserve NV,1,99.0,1,0,0,0,0,0
68,2023-06-16,17:58:28,BBW-WINE-655,Bargylus Grand Vin de Syrie Rouge 2014,1,89.0,1,0,0,0,0,0
69,2023-04-21,16:38:25,,Kolonne Null - Sparkling Rose,1,45.0,1,0,0,0,0,0
69,2023-04-21,16:38:25,BBW-WINE-655,Bargylus Grand Vin de Syrie Rouge 2013,1,89.0,1,0,0,0,0,0
69,2023-04-21,16:38:25,,Domaine Wardy Perle du Chateau 2019,1,66.0,1,0,0,0,0,0
69,2023-04-21,16:38:25,,Piquentum Malvazija 2021,1,65.0,1,0,0,0,0,0
70,2023-02-28,20:25:50,,Wine Ambassador Series: Discover Lebanon Beyond Musar - 1700 - 1800,1,30.0,1,0,0,0,0,0
71,2023-02-25,18:44:38,,Medea Malvazija 2020,1,56.0,1,0,0,0,0,0
71,2023-02-25,18:44:38,,Rimparere,1,62.0,1,0,0,0,0,0
72,2023-05-11,19:18:19,BBW-WINE-333,VIK La Piu Belle 2019,1,106.0,1,0,0,0,0,0
72,2023-05-11,19:18:19,,Aurora Chateau Aurora 2017,1,80.0,1,0,0,0,0,0
72,2023-05-11,19:18:19,,Tikves Special Selection Vranec 2017,1,45.0,1,0,0,0,0,0
73,2023-01-15,16:07:59,BBW-WINE-055,Abrau-Durso Vedernikov Tsimlyansky Cherni Red 2017,1,89.0,1,0,0,0,0,0
73,2023-01-15,16:07:59,BBW-WINE-589,Recanati Reserve Petite Sirah 2018,1,86.0,1,0,0,0,0,0
73,2023-01-15,16:07:59,BBW-WINE-394,Rockford Basket Press Shiraz 2016,1,160.0,1,0,0,0,0,0
73,2023-01-15,16:07:59,,Bodegas Valduero 6 Años Reserva Premium 2014,1,147.0,1,0,0,0,0,0
73,2023-01-15,16:07:59,BBW-WINE-053,Abrau-Durso Blanc de Blancs Brut d’Or 2018,1,73.0,1,0,0,0,0,0
74,2022-10-20,16:09:26,BBW-WINE-053,Abrau-Durso Blanc de Blancs Brut d’Or 2018,2,63.0,1,0,0,0,0,0
74,2022-10-20,16:09:26,BBW-WINE-589,Recanati Reserve Petite Sirah 2018,1,85.0,1,0,0,0,0,0
74,2022-10-20,16:09:26,,BounceBack - Sleeve,1,19.9,1,0,0,0,0,0
75,2022-10-06,17:13:48,BBW-ACCS-047,Avina Premium Wine Stoppers - Avina Premium Champagne Stopper,1,24.5,1,0,0,0,0,0
75,2022-10-06,17:13:48,BBW-WINE-085,Château Marsyas Rouge 2014,1,68.0,1,0,0,0,0,0
75,2022-10-06,17:13:48,BBW-WINE-053,Abrau-Durso Blanc de Blancs Brut d’Or 2018,1,63.0,1,0,0,0,0,0
75,2022-10-06,17:13:48,BBW-WINE-478,Domaine des Ouled Thaleb Syrocco Syrah 2020,1,60.0,1,0,0,0,0,0
76,2022-10-01,15:14:39,BBW-ACCS-046,Avina Premium Wine Stoppers - Avina Wine Bottle Stopper,2,19.9,1,0,0,0,0,0
76,2022-10-01,15:14:39,,Ollie,3,8.0,1,0,0,0,0,0
76,2022-10-01,15:14:39,BBW-WINE-053,Abrau-Durso Blanc de Blancs Brut d’Or 2018,2,63.0,1,0,0,0,0,0
76,2022-10-01,15:14:39,BBW-WINE-085,Château Marsyas Rouge 2014,1,68.0,1,0,0,0,0,0
77,2022-09-30,14:18:40,BBW-WINE-055,Abrau-Durso Vedernikov Tsimlyansky Cherni Red 2017,1,88.0,1,0,0,0,0,0
77,2022-09-30,14:18:40,BBW-ACCS-046,Avina Premium Wine Stoppers - Avina Wine Bottle Stopper,1,19.9,1,0,0,0,0,0
77,2022-09-30,14:18:40,BBW-ACCS-047,Avina Premium Wine Stoppers - Avina Premium Champagne Stopper,1,24.5,1,0,0,0,0,0
78,2022-06-09,16:53:33,BBW-WINE-164,Poggerino Spumante Rosé 2013,1,78.0,1,0,0,0,0,0
78,2022-06-09,16:53:33,BBW-WINE-054,Abrau-Durso Chardonnay 2018,1,69.0,1,0,0,0,0,0
79,2023-06-22,09:12:01,,Txomin Etxaniz Txakoli Blanc 2020,6,54.0,1,0,0,0,0,0
80,2022-10-22,19:41:43,BBW-WINE-411,Bodegas Matsu El Picaro 2021,1,48.0,1,0,0,0,0,0
81,2023-07-15,16:07:07,,Kurayoshi Distillery Matsui Umeshu,1,81.0,1,0,0,0,0,0
81,2023-07-15,16:07:07,,Tussock Jumper Touriga Nacional - Aragonez 2019,1,31.0,1,0,0,0,0,0
82,2022-10-22,14:25:12,BBW-WINE-942,Adega do Demo Bitoku 2018,1,57.0,1,0,0,0,0,0
82,2022-10-22,14:25:12,,PX,1,54.0,1,0,0,0,0,0
82,2022-10-22,14:25:12,,Babic,1,55.0,1,0,0,0,0,0
83,2022-09-10,13:52:47,BBW-WINE-292,Bodegas Matsu El Recio 2019,1,58.0,1,0,0,0,0,0
83,2022-09-10,13:52:47,,Cardone Primaio Puglia IGT Primitivo 2020,1,52.0,1,0,0,0,0,0
84,2022-07-30,15:59:35,BBW-WINE-411,Bodegas Matsu El Picaro 2020,1,48.0,1,0,0,0,0,0
84,2022-07-30,15:59:35,,Tamada Mukuzani 2018,1,47.0,1,0,0,0,0,0
85,2022-07-23,14:29:47,BBW-WINE-415,Díaz Bayo 20 Meses Reserva 2015,1,72.0,0,1,0,0,0,0
85,2022-07-23,14:29:47,,Flor de Cana 4Yr White,1,63.0,1,0,0,0,0,0
86,2022-06-04,13:33:46,,Asmara snacks - Citron pistachio,1,18.5,1,0,0,0,0,0
86,2022-06-04,13:33:46,,Sachi Soy Wine - 187 ML,1,14.5,1,0,0,0,0,0
86,2022-06-04,13:33:46,,Código 1530 Rosa,1,65.0,1,0,0,0,0,0
86,2022-06-04,13:33:46,,Vinden Wines Pokolbin Blanc 2021,1,52.2,1,0,0,0,0,0
87,2022-05-14,16:03:16,BBW-SPRT-001,Piemme - Agrumello di Sorrento 500ml,1,52.0,1,0,0,0,0,0
87,2022-05-14,16:03:16,,Código 1530 Organic Agave Nectar,1,12.8,1,0,0,0,0,0
88,2023-07-16,16:38:25,,Anthonij Rupert L’Ormarins Brut Classique NV,1,44.0,1,0,0,0,0,0
88,2023-07-16,16:38:25,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
88,2023-07-16,16:38:25,,Jukes - Sparkling Pinot Noir (Single Can),2,7.0,1,0,0,0,0,0
89,2023-07-14,17:35:29,,Anthonij Rupert L’Ormarins Brut Classique NV,1,44.0,1,0,0,0,0,0
90,2023-07-13,17:40:26,,Anthonij Rupert L’Ormarins Brut Classique NV,1,44.0,1,0,0,0,0,0
91,2023-07-08,16:09:55,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
91,2023-07-08,16:09:55,,Jukes - Sparkling Pinot Noir (Single Can),1,7.0,1,0,0,0,0,0
92,2023-06-30,18:38:21,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
93,2023-06-24,18:12:54,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
94,2023-06-23,20:41:47,,Anthonij Rupert L’Ormarins Brut Classique NV,1,44.0,1,0,0,0,0,0
94,2023-06-23,20:41:47,,Copain Tous Ensemble Pinot Noir 2018,1,68.0,1,0,0,0,0,0
95,2023-06-22,19:27:47,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
96,2023-06-16,16:04:17,,Vinos del Viento Garnacha Rose 2020,1,42.0,1,0,0,0,0,0
96,2023-06-16,16:04:17,,Anthonij Rupert L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
97,2023-06-11,19:05:40,,Anthonij Rupert L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
97,2023-06-11,19:05:40,,Vojtek Irsai Oliver 2021,1,40.0,1,0,0,0,0,0
97,2023-06-11,19:05:40,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
98,2023-06-10,16:51:52,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
99,2023-06-09,19:01:42,,Anthonij Rupert L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
100,2023-06-09,18:51:27,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
101,2023-06-03,14:03:34,,Champagne Gamet Rive Droite Brut NV,1,79.0,1,0,0,0,0,0
102,2023-05-27,17:56:24,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
103,2023-05-26,16:23:52,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
104,2023-05-26,16:23:07,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
105,2023-05-21,18:57:17,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
106,2023-05-20,16:04:45,,Cascina Chicco Metodo Classico Extra Brut Cuvee Zero 2019,1,64.0,1,0,0,0,0,0
107,2023-05-19,17:51:31,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
108,2023-05-06,17:35:00,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
109,2023-05-05,16:22:06,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
110,2023-04-30,16:18:35,BBW-WINE-411,Bodegas Matsu El Picaro 2021,1,49.0,1,0,0,0,0,0
111,2023-04-29,19:55:04,BBW-WINE-079,Gabriëlskloof Madame Lucy's Brut Sparkling Rose Methode Cap Classique 2020,1,55.0,1,0,0,0,0,0
111,2023-04-29,19:55:04,BBW-WINE-683,Jansz Premium Cuvée NV,1,64.0,1,0,0,0,0,0
112,2023-04-28,16:59:19,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
113,2023-04-16,17:15:07,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
114,2023-04-16,16:43:59,BBW-WINE-683,Jansz Premium Cuvée NV,1,62.0,1,0,0,0,0,0
115,2023-04-16,16:06:23,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
116,2023-04-16,15:19:54,BBW-WINE-079,Gabriëlskloof Madame Lucy's Brut Sparkling Rose Methode Cap Classique 2020,1,55.0,1,0,0,0,0,0
117,2023-04-16,14:36:43,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
118,2023-04-16,13:52:49,BBW-WINE-683,Jansz Premium Cuvée NV,1,62.0,1,0,0,0,0,0
119,2023-04-15,12:40:15,,"Bauget-Jouette Champagne Brut ""Carte Blanche"" NV",1,73.0,1,0,0,0,0,0
120,2023-04-14,16:22:41,,Gamet 375ML,1,49.0,1,0,0,0,0,0
121,2023-04-09,12:35:27,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
121,2023-04-09,12:35:27,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
122,2023-04-07,18:18:46,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
123,2023-04-07,18:18:09,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
124,2023-03-26,16:29:33,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
125,2023-03-18,15:51:01,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
125,2023-03-18,15:51:01,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
126,2023-03-17,16:51:17,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
127,2023-03-11,18:51:04,BBW-WINE-079,Gabriëlskloof Madame Lucy's Brut Sparkling Rose Methode Cap Classique 2020,1,55.0,1,0,0,0,0,0
128,2023-03-11,18:06:06,,Omina Romana Merlot Rosato IGT 2021,1,58.0,1,0,0,0,0,0
129,2023-03-11,17:10:19,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
130,2023-03-11,16:10:17,,The Vinden Headcase Rosé 2021,1,53.0,1,0,0,0,0,0
131,2023-03-10,18:01:21,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
132,2023-03-05,11:58:43,,Spier Signature Chardonnay Pinot Noir Rosé 2022,1,37.0,1,0,0,0,0,0
132,2023-03-05,11:58:43,,L’Ormarins Brut Classique,1,44.0,1,0,0,0,0,0
133,2022-01-22,04:14:28,,Kanonkop Estate Paul Sauer 2017,2,96.0,1,0,0,0,0,0
